"","Sample.Code","Site.Code","Visit.Date","Year","precip","precipdays","wtr_year"
"1055","08SAM1914_15_R","08SAM1914",2015-07-29,"2015",861.1,135,2015
"1056","08SAM1914_16","08SAM1914",2016-08-23,"2016",1114.7,174,2016
"1057","08SAM1914_17","08SAM1914",2017-09-14,"2017",1247.7,185,2017
"1058","08SAM1914_18","08SAM1914",2018-08-27,"2018",1062,170,2018
"1059","08SAM1914_20","08SAM1914",2020-08-21,"2020",1057.5,180,2020
"1060","08SAM1914_2007","08SAM1914",2007-08-27,"2007",1107.3,194,2007
"1061","08SAM2674/05","08SAM2674",2005-09-07,"2005",881.7,175,2005
"1062","08SAM2674/05-R","08SAM2674",2005-09-07,"2005",881.7,175,2005
"1063","08SAM2674/06","08SAM2674",2006-09-05,"2006",1072.7,183,2006
"1064","08SAM2674/08","08SAM2674",2008-09-03,"2008",986.7,205,2008
"1065","08SAM2674/08-R","08SAM2674",2008-09-03,"2008",986.7,205,2008
"1066","08SAM2674_11","08SAM2674",2011-09-12,"2011",1135.7,206,2011
"1067","08SAM2674_12","08SAM2674",2012-08-23,"2012",1032.7,183,2012
"1068","08SAM2674_13","08SAM2674",2013-08-20,"2013",1105.7,176,2013
"1069","08SAM2674_15","08SAM2674",2015-08-27,"2015",895.2,138,2015
"1070","08SAM2674_16","08SAM2674",2016-08-08,"2016",1120.2,176,2016
"1071","08SAM2674_17","08SAM2674",2017-09-18,"2017",1238.7,181,2017
"1072","08SAM2674_18","08SAM2674",2018-09-21,"2018",1144.7,181,2018
"1073","08SAM2674_19","08SAM2674",2019-08-06,"2019",742.4,140,2019
"1074","08SAM2674_20","08SAM2674",2020-08-20,"2020",1088.1,176,2020
"1075","08SAM2674_2002","08SAM2674",2002-08-05,"2002",1104.4,189,2002
"1076","08SAM2674_2003","08SAM2674",2003-08-14,"2003",827.8,155,2003
"1077","08SAM2674_2007","08SAM2674",2007-08-18,"2007",1113.5,189,2007
"1078","08SAM2674_21","08SAM2674",2021-08-26,"2021",929.6,169,2021
"1079","08SAM2674_R","08SAM2674",2021-08-26,"2021",929.6,169,2021
"1080","08SAM2674QC_2007","08SAM2674",2007-08-18,"2007",1113.5,189,2007
"1081","08SAM2855/06","08SAM2855",2006-08-09,"2006",1036.9,175,2006
"1082","08SAM2855/09","08SAM2855",2009-08-10,"2009",812.8,155,2009
"1083","08SAM2855/10","08SAM2855",2010-09-15,"2010",1087.7,192,2010
"1084","08SAM2855_11","08SAM2855",2011-08-18,"2011",1110.9,195,2011
"1085","08SAM2855_13","08SAM2855",2013-08-12,"2013",1085.7,169,2013
"1086","08SAM2855_14","08SAM2855",2014-08-20,"2014",881.9,145,2014
"1087","08SAM2855_15","08SAM2855",2015-07-29,"2015",848.3,133,2015
"1088","08SAM2855_16","08SAM2855",2016-08-08,"2016",1102.6,176,2016
"1089","08SAM2855_17","08SAM2855",2017-07-27,"2017",1206.7,177,2017
"1090","08SAM2855_18","08SAM2855",2018-09-10,"2018",1068.7,170,2018
"1091","08SAM2855_19","08SAM2855",2019-07-25,"2019",710.6,127,2019
"1092","08SAM2855_20","08SAM2855",2020-08-12,"2020",1019.9,168,2020
"1093","08SAM2855_2002","08SAM2855",2002-08-05,"2002",1073.7,186,2002
"1094","08SAM2855_2007","08SAM2855",2007-08-06,"2007",1081.8,182,2007
"1095","08SAM2855_21","08SAM2855",2021-07-19,"2021",880.8,159,2021
"1096","08SAM2862/05","08SAM2862",2005-08-18,"2005",871.5,172,2005
"1097","08SAM2862/08","08SAM2862",2008-09-03,"2008",986.7,205,2008
"1098","08SAM2862/10","08SAM2862",2010-09-15,"2010",1103.1,191,2010
"1099","08SAM2862_11","08SAM2862",2011-09-12,"2011",1135.7,206,2011
"1100","08SAM2862_12","08SAM2862",2012-08-15,"2012",1032.7,183,2012
"1101","08SAM2862_14","08SAM2862",2014-08-20,"2014",916,144,2014
"1102","08SAM2862_15","08SAM2862",2015-08-05,"2015",872.2,136,2015
"1103","08SAM2862_17","08SAM2862",2017-08-24,"2017",1230.1,179,2017
"1104","08SAM2862_17_R","08SAM2862",2017-08-24,"2017",1230.1,179,2017
"1105","08SAM2862_18","08SAM2862",2018-08-08,"2018",1095.1,167,2018
"1106","08SAM2862_19","08SAM2862",2019-09-18,"2019",845.6,155,2019
"1107","08SAM2862_19_R","08SAM2862",2019-09-18,"2019",845.6,155,2019
"1108","08SAM2862_20","08SAM2862",2020-09-30,"2020",1169.9,187,2020
"1109","08SAM2862_2007","08SAM2862",2007-08-27,"2007",1138.1,194,2007
"1110","08SAM2862_21","08SAM2862",2021-08-31,"2021",932.3,172,2021
"1111","08SAM2865-09","08SAM2865",2009-08-13,"2009",846.7,158,2009
"1112","08SAM2865-09R","08SAM2865",2009-08-13,"2009",846.7,158,2009
"1113","08SAM2865/10","08SAM2865",2010-08-02,"2010",1046.7,177,2010
"1114","08SAM2865_12","08SAM2865",2012-08-15,"2012",1032.7,183,2012
"1115","08SAM2865_14","08SAM2865",2014-08-14,"2014",914.4,143,2014
"1116","08SAM2865_19","08SAM2865",2019-08-27,"2019",761.7,145,2019
"1117","08SAM2865_20","08SAM2865",2020-09-02,"2020",1092,178,2020
"1118","08SAM3045/08","08SAM3045",2008-09-08,"2008",951.4,204,2008
"1119","08SAM3045/10","08SAM3045",2010-08-02,"2010",1038.2,179,2010
"1120","08SAM3045_12","08SAM3045",2012-09-10,"2012",1003.9,182,2012
"1121","08SAM3045_13","08SAM3045",2013-08-27,"2013",1089.1,172,2013
"1122","08SAM3045_15","08SAM3045",2015-08-05,"2015",851.4,134,2015
"1123","08SAM3045_17","08SAM3045",2017-08-23,"2017",1210.5,179,2017
"1124","08SAM3045_18","08SAM3045",2018-08-08,"2018",1054.9,164,2018
"1125","08SAM3045_20","08SAM3045",2020-09-30,"2020",1098.1,181,2020
"1126","08SAM3045_2002R2","08SAM3045",2002-09-24,"2002",1085.6,193,2002
"1127","08SAM3045_2003R1","08SAM3045",2003-08-14,"2003",808.9,153,2003
"1128","08SAM3047/06","08SAM3047",2006-08-09,"2006",1066.9,179,2006
"1129","08SAM3047/08","08SAM3047",2008-09-08,"2008",986.7,205,2008
"1130","08SAM3047/09","08SAM3047",2009-08-10,"2009",829.8,155,2009
"1131","08SAM3047/10","08SAM3047",2010-08-02,"2010",1046.7,177,2010
"1132","08SAM3047_11","08SAM3047",2011-08-18,"2011",1131.4,204,2011
"1133","08SAM3047_12","08SAM3047",2012-08-22,"2012",1032.7,183,2012
"1134","08SAM3047_13","08SAM3047",2013-08-12,"2013",1103,174,2013
"1135","08SAM3047_13_rep","08SAM3047",2013-08-12,"2013",1103,174,2013
"1136","08SAM3047_14","08SAM3047",2014-08-20,"2014",916,144,2014
"1137","08SAM3047_15","08SAM3047",2015-07-29,"2015",868.1,135,2015
"1138","08SAM3047_16","08SAM3047",2016-08-01,"2016",1107.8,173,2016
"1139","08SAM3047_17","08SAM3047",2017-07-27,"2017",1225.5,177,2017
"1140","08SAM3047_18","08SAM3047",2018-08-27,"2018",1097.4,169,2018
"1141","08SAM3047_19","08SAM3047",2019-08-28,"2019",761.7,145,2019
"1142","08SAM3047_20","08SAM3047",2020-08-20,"2020",1088.1,176,2020
"1143","08SAM3047_2007","08SAM3047",2007-08-13,"2007",1112.1,188,2007
"1144","08SAM3047_21","08SAM3047",2021-09-08,"2021",932.3,172,2021
"1145","08WES0622/05-R","08WES0622",2005-08-10,"2005",745.1,154,2005
"1146","08WES0622/06","08WES0622",2006-08-09,"2006",934.5,169,2006
"1147","08WES0622/08","08WES0622",2008-08-19,"2008",777,174,2008
"1148","08WES0622/09","08WES0622",2009-08-04,"2009",736,148,2009
"1149","08WES0622/10","08WES0622",2010-08-11,"2010",1049.2,172,2010
"1150","08WES0622_11","08WES0622",2011-08-18,"2011",1118.2,194,2011
"1151","08WES0622_12","08WES0622",2012-08-02,"2012",956.5,170,2012
"1152","08WES0622_13","08WES0622",2013-07-31,"2013",1065.5,164,2013
"1153","08WES0622_14","08WES0622",2014-08-05,"2014",814.1,140,2014
"1154","08WES0622_15","08WES0622",2015-08-26,"2015",815.2,133,2015
"1155","08WES0622_16","08WES0622",2016-08-01,"2016",1077.5,170,2016
"1156","08WES0622_17","08WES0622",2017-07-25,"2017",1235.2,182,2017
"1157","08WES0622_18","08WES0622",2018-08-02,"2018",982.7,155,2018
"1158","08WES0622_19","08WES0622",2019-08-28,"2019",789,135,2019
"1159","08WES0622_20","08WES0622",2020-08-06,"2020",970,162,2020
"1160","08WES0622_2002","08WES0622",2002-08-07,"2002",965.6,179,2002
"1161","08WES0622_2007","08WES0622",2007-08-15,"2007",971.1,176,2007
"1162","08WES0622_21","08WES0622",2021-07-22,"2021",874.1,142,2021
"1163","08WES0629/05","08WES0629",2005-08-18,"2005",749.5,155,2005
"1164","08WES0629/06","08WES0629",2006-08-07,"2006",933.9,168,2006
"1165","08WES0629/08","08WES0629",2008-08-19,"2008",777,174,2008
"1166","08WES0629/09","08WES0629",2009-08-05,"2009",736,148,2009
"1167","08WES0629/10","08WES0629",2010-08-11,"2010",1049.2,172,2010
"1168","08WES0629_11","08WES0629",2011-08-18,"2011",1118.2,194,2011
"1169","08WES0629_12","08WES0629",2012-08-02,"2012",956.5,170,2012
"1170","08WES0629_13","08WES0629",2013-07-31,"2013",1065.5,164,2013
"1171","08WES0629_14","08WES0629",2014-08-05,"2014",814.1,140,2014
"1172","08WES0629_15","08WES0629",2015-09-14,"2015",871.2,144,2015
"1173","08WES0629_16","08WES0629",2016-08-01,"2016",1077.5,170,2016
"1174","08WES0629_17","08WES0629",2017-07-27,"2017",1236.5,183,2017
"1175","08WES0629_18","08WES0629",2018-08-02,"2018",982.7,155,2018
"1176","08WES0629_19","08WES0629",2019-09-25,"2019",868.8,150,2019
"1177","08WES0629_20","08WES0629",2020-08-06,"2020",970,162,2020
"1178","08WES0629_2002","08WES0629",2002-08-27,"2002",965.6,179,2002
"1179","08WES0629_2003","08WES0629",2003-08-05,"2003",703.8,147,2003
"1180","08WES0629_2007","08WES0629",2007-08-15,"2007",971.1,176,2007
"1181","08WES0629_21","08WES0629",2021-08-19,"2021",879.8,145,2021
"1182","08WES0903-08","08WES0903",2008-08-19,"2008",815.5,182,2008
"1183","08WES0903-08R","08WES0903",2008-08-19,"2008",815.5,182,2008
"1184","08WES0903/05","08WES0903",2005-08-03,"2005",768.7,164,2005
"1185","08WES0903/06","08WES0903",2006-08-09,"2006",961.9,174,2006
"1186","08WES0903/09","08WES0903",2009-08-05,"2009",758.7,152,2009
"1187","08WES0903/09-R","08WES0903",2009-08-05,"2009",758.7,152,2009
"1188","08WES0903/10","08WES0903",2010-08-05,"2010",975.1,172,2010
"1189","08WES0903_11","08WES0903",2011-08-18,"2011",1072.4,196,2011
"1190","08WES0903_12","08WES0903",2012-08-15,"2012",940.2,175,2012
"1191","08WES0903_13","08WES0903",2013-07-31,"2013",1045.5,167,2013
"1192","08WES0903_14","08WES0903",2014-09-02,"2014",851.3,144,2014
"1193","08WES0903_14_R","08WES0903",2014-09-02,"2014",851.3,144,2014
"1194","08WES0903_15","08WES0903",2015-09-14,"2015",887.4,143,2015
"1195","08WES0903_16","08WES0903",2016-08-17,"2016",1057.9,173,2016
"1196","08WES0903_17","08WES0903",2017-07-25,"2017",1199.2,178,2017
"1197","08WES0903_18","08WES0903",2018-08-14,"2018",988.9,171,2018
"1198","08WES0903_19","08WES0903",2019-10-01,"2019",0,0,2020
"1199","08WES0903_20","08WES0903",2020-07-29,"2020",944,164,2020
"1200","08WES0903_2003","08WES0903",2003-08-01,"2003",735.7,147,2003
"1201","08WES0903_21","08WES0903",2021-08-04,"2021",868.4,147,2021
"1202","08WES0905/05","08WES0905",2005-08-23,"2005",831.8,167,2005
"1203","08WES0905/05-R","08WES0905",2005-08-23,"2005",831.8,167,2005
"1204","08WES0905/06","08WES0905",2006-08-09,"2006",1023,178,2006
"1205","08WES0905/08","08WES0905",2008-08-19,"2008",879,182,2008
"1206","08WES0905/09","08WES0905",2009-08-05,"2009",807.6,153,2009
"1207","08WES0905/10","08WES0905",2010-08-05,"2010",956.6,167,2010
"1208","08WES0905_11","08WES0905",2011-08-15,"2011",1095.8,199,2011
"1209","08WES0905_12","08WES0905",2012-08-15,"2012",996.4,182,2012
"1210","08WES0905_13","08WES0905",2013-08-21,"2013",1116.5,172,2013
"1211","08WES0905_14","08WES0905",2014-08-06,"2014",844.8,138,2014
"1212","08WES0905_15","08WES0905",2015-09-03,"2015",931.6,139,2015
"1213","08WES0905_15_R","08WES0905",2015-09-03,"2015",931.6,139,2015
"1214","08WES0905_16","08WES0905",2016-08-29,"2016",1119,171,2016
"1215","08WES0905_16_R","08WES0905",2016-08-29,"2016",1119,171,2016
"1216","08WES0905_18","08WES0905",2018-08-02,"2018",1082,158,2018
"1217","08WES0905_19","08WES0905",2019-07-18,"2019",781.9,138,2019
"1218","08WES0905_2002","08WES0905",2002-08-27,"2002",1062.9,187,2002
"1219","08WES0905_2007","08WES0905",2007-08-29,"2007",1088.9,190,2007
"1220","08WES0905_21","08WES0905",2021-07-26,"2021",924.7,159,2021
"1221","08WES0905QC_2007","08WES0905",2007-08-29,"2007",1088.9,190,2007
"1222","08WES1037/05","08WES1037",2005-08-18,"2005",730.8,158,2005
"1223","08WES1037/05-R","08WES1037",2005-08-18,"2005",730.8,158,2005
"1224","08WES1037/06","08WES1037",2006-08-14,"2006",951.1,172,2006
"1225","08WES1037/08","08WES1037",2008-09-02,"2008",782.5,187,2008
"1226","08WES1037/09","08WES1037",2009-08-04,"2009",718.4,146,2009
"1227","08WES1037/10","08WES1037",2010-08-02,"2010",970.9,171,2010
"1228","08WES1037_11","08WES1037",2011-08-02,"2011",1071.8,180,2011
"1229","08WES1037_12","08WES1037",2012-08-08,"2012",927.7,170,2012
"1230","08WES1037_13","08WES1037",2013-08-13,"2013",988.6,168,2013
"1231","08WES1037_14","08WES1037",2014-08-18,"2014",823.6,132,2014
"1232","08WES1037_15","08WES1037",2015-08-19,"2015",804.2,124,2015
"1233","08WES1037_16","08WES1037",2016-09-28,"2016",1092.8,166,2016
"1234","08WES1037_17","08WES1037",2017-09-18,"2017",1264,173,2017
"1235","08WES1037_18","08WES1037",2018-09-19,"2018",965,152,2018
"1236","08WES1037_20","08WES1037",2020-09-01,"2020",891.8,164,2020
"1237","08WES1037_2002","08WES1037",2002-08-01,"2002",949.3,176,2002
"1238","08WES1037_2003","08WES1037",2003-08-05,"2003",739.9,145,2003
"1239","08WES1037_2007","08WES1037",2007-09-24,"2007",1050,176,2007
"1240","08WES1037_21","08WES1037",2021-09-28,"2021",922,160,2021
"1241","08WES1178/05","08WES1178",2005-08-23,"2005",831.8,167,2005
"1242","08WES1178/06","08WES1178",2006-08-09,"2006",1023,178,2006
"1243","08WES1178/08","08WES1178",2008-09-10,"2008",929.4,193,2008
"1244","08WES1178/10","08WES1178",2010-08-05,"2010",956.6,167,2010
"1245","08WES1178_11","08WES1178",2011-08-15,"2011",1095.8,199,2011
"1246","08WES1178_12","08WES1178",2012-08-15,"2012",996.4,182,2012
"1247","08WES1178_13","08WES1178",2013-08-07,"2013",1111.2,169,2013
"1248","08WES1178_14","08WES1178",2014-09-02,"2014",894.5,146,2014
"1249","08WES1178_15","08WES1178",2015-08-26,"2015",886.8,132,2015
"1250","08WES1178_16","08WES1178",2016-08-29,"2016",1119,171,2016
"1251","08WES1178_17","08WES1178",2017-07-27,"2017",1240.7,178,2017
"1252","08WES1178_18","08WES1178",2018-08-02,"2018",1082,158,2018
"1253","08WES1178_19","08WES1178",2019-07-18,"2019",781.9,138,2019
"1254","08WES1178_20","08WES1178",2020-07-30,"2020",1011.6,169,2020
"1255","08WES1178_2003","08WES1178",2003-08-01,"2003",792.6,146,2003
"1256","08WES1178_21","08WES1178",2021-07-14,"2021",923.2,158,2021
"1257","08WES1340/05","08WES1340",2005-08-17,"2005",730.8,158,2005
"1258","08WES1340/06","08WES1340",2006-08-14,"2006",951.1,172,2006
"1259","08WES1340/08","08WES1340",2008-09-02,"2008",782.5,187,2008
"1260","08WES1340/09","08WES1340",2009-08-04,"2009",718.4,146,2009
"1261","08WES1340/09-R","08WES1340",2009-08-04,"2009",718.4,146,2009
"1262","08WES1340/10","08WES1340",2010-08-02,"2010",970.9,171,2010
"1263","08WES1340_11","08WES1340",2011-08-02,"2011",1071.8,180,2011
"1264","08WES1340_12","08WES1340",2012-08-23,"2012",927.7,170,2012
"1265","08WES1340_13","08WES1340",2013-07-10,"2013",986.5,165,2013
"1266","08WES1340_15","08WES1340",2015-08-19,"2015",804.2,124,2015
"1267","08WES1340_17","08WES1340",2017-09-18,"2017",1264,173,2017
"1268","08WES1340_18","08WES1340",2018-08-28,"2018",932.9,143,2018
"1269","08WES1340_19","08WES1340",2019-08-26,"2019",746.2,132,2019
"1270","08WES1340_20","08WES1340",2020-09-01,"2020",891.8,164,2020
"1271","08WES1340_2007","08WES1340",2007-09-24,"2007",1050,176,2007
"1272","08WES1340_21","08WES1340",2021-08-30,"2021",871.2,150,2021
"1273","08WES1490/05","08WES1490",2005-08-17,"2005",758.3,159,2005
"1274","08WES1490/06","08WES1490",2006-08-14,"2006",977.6,173,2006
"1275","08WES1490/09","08WES1490",2009-08-04,"2009",752.9,146,2009
"1276","08WES1490/10","08WES1490",2010-08-02,"2010",988,171,2010
"1277","08WES1490_11","08WES1490",2011-08-02,"2011",1104.5,179,2011
"1278","08WES1490_13","08WES1490",2013-08-13,"2013",1016,169,2013
"1279","08WES1490_14","08WES1490",2014-09-09,"2014",871,138,2014
"1280","08WES1490_15","08WES1490",2015-08-19,"2015",834.5,128,2015
"1281","08WES1490_19","08WES1490",2019-09-23,"2019",865.9,145,2019
"1282","08WES1490_20","08WES1490",2020-09-01,"2020",930.6,162,2020
"1283","08WES1490_2002","08WES1490",2002-08-01,"2002",983.9,176,2002
"1284","08WES1490_21","08WES1490",2021-08-12,"2021",901.6,155,2021
"1285","08WES1579/06","08WES1579",2006-08-14,"2006",1001.6,172,2006
"1286","08WES1579/08","08WES1579",2008-09-02,"2008",847.8,194,2008
"1287","08WES1579/09","08WES1579",2009-08-04,"2009",789.9,150,2009
"1288","08WES1579/10","08WES1579",2010-08-02,"2010",991.7,170,2010
"1289","08WES1579_11","08WES1579",2011-08-24,"2011",1134.6,183,2011
"1290","08WES1579_12","08WES1579",2012-08-29,"2012",992.4,174,2012
"1291","08WES1579_13","08WES1579",2013-08-21,"2013",1046.5,174,2013
"1292","08WES1579_14","08WES1579",2014-08-18,"2014",889,134,2014
"1293","08WES1579_17","08WES1579",2017-09-12,"2017",1312.6,174,2017
"1294","08WES1579_18","08WES1579",2018-10-02,"2018",11.8,2,2019
"1295","08WES1579_20","08WES1579",2020-09-01,"2020",941.7,163,2020
"1296","08WES1579_21","08WES1579",2021-08-12,"2021",918.4,150,2021
"1297","09BLA_0768_11","09BLA0768",2011-08-02,"2011",1123.1,177,2011
"1298","09BLA0675/05","09BLA0675",2005-09-06,"2005",807,161,2005
"1299","09BLA0675/09","09BLA0675",2009-08-24,"2009",846.1,156,2009
"1300","09BLA0675_12","09BLA0675",2012-08-28,"2012",981.9,180,2012
"1301","09BLA0675_13","09BLA0675",2013-08-19,"2013",978.3,171,2013
"1302","09BLA0675_14","09BLA0675",2014-08-14,"2014",889,132,2014
"1303","09BLA0675_15","09BLA0675",2015-08-13,"2015",814,123,2015
"1304","09BLA0675_16","09BLA0675",2016-08-03,"2016",1091.2,161,2016
"1305","09BLA0675_18","09BLA0675",2018-08-07,"2018",926.8,147,2018
"1306","09BLA0675_19","09BLA0675",2019-09-24,"2019",924,145,2019
"1307","09BLA0675_19_R","09BLA0675",2019-09-24,"2019",924,145,2019
"1308","09BLA0675_20","09BLA0675",2020-07-27,"2020",929.6,159,2020
"1309","09BLA0675_2002","09BLA0675",2002-08-08,"2002",1074.2,181,2002
"1310","09BLA0675_2003","09BLA0675",2003-08-15,"2003",817.3,152,2003
"1311","09BLA0675_21","09BLA0675",2021-09-13,"2021",891.8,155,2021
"1312","09BLA0675QC_2007","09BLA0675",2007-08-09,"2007",1085.1,169,2007
"1313","09BLA0716/05","09BLA0716",2005-09-08,"2005",803.2,162,2005
"1314","09BLA0716/06","09BLA0716",2006-08-08,"2006",1035.5,175,2006
"1315","09BLA0716/08","09BLA0716",2008-08-13,"2008",795.3,187,2008
"1316","09BLA0716/09","09BLA0716",2009-08-11,"2009",848.9,152,2009
"1317","09BLA0716_11","09BLA0716",2011-08-25,"2011",1145.9,187,2011
"1318","09BLA0716_12","09BLA0716",2012-08-28,"2012",992.7,178,2012
"1319","09BLA0716_13","09BLA0716",2013-08-19,"2013",1010.8,175,2013
"1320","09BLA0716_14","09BLA0716",2014-08-14,"2014",913.2,135,2014
"1321","09BLA0716_15","09BLA0716",2015-08-13,"2015",849.9,136,2015
"1322","09BLA0716_16","09BLA0716",2016-08-03,"2016",1175.3,174,2016
"1323","09BLA0716_17","09BLA0716",2017-08-23,"2017",1221,185,2017
"1324","09BLA0716_18","09BLA0716",2018-08-09,"2018",963.4,160,2018
"1325","09BLA0716_19","09BLA0716",2019-09-26,"2019",941.2,164,2019
"1326","09BLA0716_2002","09BLA0716",2002-08-08,"2002",1068.5,178,2002
"1327","09BLA0716_2003","09BLA0716",2003-08-15,"2003",809.8,155,2003
"1328","09BLA0716_2007","09BLA0716",2007-08-09,"2007",1091.8,166,2007
"1329","09BLA0716_21","09BLA0716",2021-09-13,"2021",873.3,157,2021
"1330","09BLA0722/05","09BLA0722",2005-09-06,"2005",807,161,2005
"1331","09BLA0722/06","09BLA0722",2006-08-07,"2006",1054.3,174,2006
"1332","09BLA0722/08","09BLA0722",2008-09-19,"2008",840.4,197,2008
"1333","09BLA0722/09","09BLA0722",2009-08-10,"2009",827.8,152,2009
"1334","09BLA0722_11","09BLA0722",2011-08-02,"2011",1108.4,179,2011
"1335","09BLA0722_12","09BLA0722",2012-08-16,"2012",981.9,180,2012
"1336","09BLA0722_13","09BLA0722",2013-08-26,"2013",978.9,172,2013
"1337","09BLA0722_14","09BLA0722",2014-08-19,"2014",889,132,2014
"1338","09BLA0722_15","09BLA0722",2015-08-19,"2015",830.4,124,2015
"1339","09BLA0722_17","09BLA0722",2017-09-12,"2017",1178.6,182,2017
"1340","09BLA0722_17_R","09BLA0722",2017-09-12,"2017",1178.6,182,2017
"1341","09BLA0722_18","09BLA0722",2018-08-07,"2018",926.8,147,2018
"1342","09BLA0722_20","09BLA0722",2020-08-17,"2020",930.9,161,2020
"1343","09BLA0722_2003","09BLA0722",2003-08-28,"2003",817.3,152,2003
"1344","09BLA0722_2007","09BLA0722",2007-08-27,"2007",1111.9,175,2007
"1345","09BLA0722_21","09BLA0722",2021-09-20,"2021",928.4,160,2021
"1346","09BLA0756/05","09BLA0756",2005-09-08,"2005",803.2,162,2005
"1347","09BLA0756/06","09BLA0756",2006-08-08,"2006",1035.5,175,2006
"1348","09BLA0756/08","09BLA0756",2008-08-12,"2008",795.3,187,2008
"1349","09BLA0756/09","09BLA0756",2009-08-11,"2009",848.9,152,2009
"1350","09BLA0756_11","09BLA0756",2011-08-25,"2011",1145.9,187,2011
"1351","09BLA0756_12","09BLA0756",2012-08-28,"2012",992.7,178,2012
"1352","09BLA0756_13","09BLA0756",2013-08-19,"2013",1010.8,175,2013
"1353","09BLA0756_15","09BLA0756",2015-08-19,"2015",866,137,2015
"1354","09BLA0756_16","09BLA0756",2016-08-10,"2016",1182.2,176,2016
"1355","09BLA0756_17","09BLA0756",2017-08-23,"2017",1221,185,2017
"1356","09BLA0756_18","09BLA0756",2018-08-29,"2018",969.8,162,2018
"1357","09BLA0756_2002","09BLA0756",2002-08-19,"2002",1068.5,178,2002
"1358","09BLA0756_2003","09BLA0756",2003-08-15,"2003",809.8,155,2003
"1359","09BLA0756_2007","09BLA0756",2007-08-15,"2007",1091.8,166,2007
"1360","09BLA0756_21","09BLA0756",2021-09-20,"2021",906.2,162,2021
"1361","09BLA0756QC_2007","09BLA0756",2007-08-15,"2007",1091.8,166,2007
"1362","09BLA0768/05","09BLA0768",2005-09-02,"2005",792.1,163,2005
"1363","09BLA0768/06-R","09BLA0768",2006-08-08,"2006",1027.6,172,2006
"1364","09BLA0768/08","09BLA0768",2008-08-12,"2008",791.3,181,2008
"1365","09BLA0768/09","09BLA0768",2009-08-10,"2009",810.8,151,2009
"1366","09BLA0768_12","09BLA0768",2012-08-16,"2012",980.6,175,2012
"1367","09BLA0768_13","09BLA0768",2013-08-05,"2013",996.1,166,2013
"1368","09BLA0768_15","09BLA0768",2015-08-24,"2015",844.6,125,2015
"1369","09BLA0768_16","09BLA0768",2016-08-31,"2016",1148.8,159,2016
"1370","09BLA0768_17","09BLA0768",2017-07-26,"2017",1262.8,173,2017
"1371","09BLA0768_17_R","09BLA0768",2017-07-26,"2017",1262.8,173,2017
"1372","09BLA0768_18","09BLA0768",2018-08-15,"2018",985.6,145,2018
"1373","09BLA0768_19","09BLA0768",2019-08-28,"2019",877.4,130,2019
"1374","09BLA0768_20","09BLA0768",2020-08-19,"2020",936.3,158,2020
"1375","09BLA0768_2002","09BLA0768",2002-09-19,"2002",1061.1,185,2002
"1376","09BLA0768_2002R2","09BLA0768",2002-09-19,"2002",1061.1,185,2002
"1377","09BLA0768_2007","09BLA0768",2007-08-09,"2007",1078.5,170,2007
"1378","09BLA0768_21","09BLA0768",2021-10-07,"2021",11.4,3,2022
"1379","09BLA0771/06","09BLA0771",2006-08-08,"2006",1027.6,172,2006
"1380","09BLA0771/08","09BLA0771",2008-08-12,"2008",791.3,181,2008
"1381","09BLA0771/09","09BLA0771",2009-08-27,"2009",828.8,156,2009
"1382","09BLA0771_11","09BLA0771",2011-08-02,"2011",1123.1,177,2011
"1383","09BLA0771_11_R","09BLA0771",2011-08-02,"2011",1123.1,177,2011
"1384","09BLA0771_12","09BLA0771",2012-09-10,"2012",982.2,176,2012
"1385","09BLA0771_13","09BLA0771",2013-08-14,"2013",997.9,168,2013
"1386","09BLA0771_14","09BLA0771",2014-08-28,"2014",889.1,131,2014
"1387","09BLA0771_18","09BLA0771",2018-07-30,"2018",983.2,143,2018
"1388","09BLA0771_19","09BLA0771",2019-09-19,"2019",953.9,141,2019
"1389","09BLA0771_20","09BLA0771",2020-08-11,"2020",936.3,158,2020
"1390","09BLA0771_2002","09BLA0771",2002-08-08,"2002",1052,177,2002
"1391","09BLA0771_2007","09BLA0771",2007-08-21,"2007",1098.2,174,2007
"1392","09BLA0771_21","09BLA0771",2021-09-13,"2021",913.5,154,2021
"1393","09BLA0772/05","09BLA0772",2005-08-17,"2005",786.8,161,2005
"1394","09BLA0772/06","09BLA0772",2006-08-07,"2006",1027.6,172,2006
"1395","09BLA0772/08","09BLA0772",2008-08-19,"2008",802.2,184,2008
"1396","09BLA0772/09","09BLA0772",2009-08-10,"2009",810.8,151,2009
"1397","09BLA0772/10","09BLA0772",2010-09-14,"2010",1027.1,177,2010
"1398","09BLA0772_11","09BLA0772",2011-08-02,"2011",1123.1,177,2011
"1399","09BLA0772_11_R","09BLA0772",2011-08-02,"2011",1123.1,177,2011
"1400","09BLA0772_12","09BLA0772",2012-08-16,"2012",980.6,175,2012
"1401","09BLA0772_13","09BLA0772",2013-08-08,"2013",996.1,166,2013
"1402","09BLA0772_13_Rep","09BLA0772",2013-08-08,"2013",996.1,166,2013
"1403","09BLA0772_16","09BLA0772",2016-09-22,"2016",1176.4,168,2016
"1404","09BLA0772_17","09BLA0772",2017-08-29,"2017",1264.4,175,2017
"1405","09BLA0772_18","09BLA0772",2018-07-30,"2018",983.2,143,2018
"1406","09BLA0772_20","09BLA0772",2020-08-11,"2020",936.3,158,2020
